# ITB Physics Dept. / Python Programming Basics / Syeilendra
# Generate 2D plot from xyz data file
#      i       j           x           y     z=f(x,y)
      22       2      -3.800      -4.800      -0.948
      22       3      -3.800      -4.600      -0.836
      22       4      -3.800      -4.400      -0.775
      22       5      -3.800      -4.200      -0.794
      22       6      -3.800      -4.000      -0.906
      22       7      -3.800      -3.800      -1.103
      22       8      -3.800      -3.600      -1.363
      22       9      -3.800      -3.400      -1.645
      22      10      -3.800      -3.200      -1.900
      22      11      -3.800      -3.000      -2.080
      22      12      -3.800      -2.800      -2.138
      22      13      -3.800      -2.600      -2.041
      22      14      -3.800      -2.400      -1.775
      22      15      -3.800      -2.200      -1.346
      22      16      -3.800      -2.000      -0.779
      22      17      -3.800      -1.800      -0.120
      22      18      -3.800      -1.600       0.575
      22      19      -3.800      -1.400       1.244
      22      20      -3.800      -1.200       1.826
      22      21      -3.800      -1.000       2.272
      22      22      -3.800      -0.800       2.547
      22      23      -3.800      -0.600       2.637
      22      24      -3.800      -0.400       2.551
      22      25      -3.800      -0.200       2.316
      22      26      -3.800       0.000       1.974
      22      27      -3.800       0.200       1.578
      22      28      -3.800       0.400       1.181
      22      29      -3.800       0.600       0.829
      22      30      -3.800       0.800       0.560
      22      31      -3.800       1.000       0.389
      22      32      -3.800       1.200       0.316
      22      33      -3.800       1.400       0.323
      22      34      -3.800       1.600       0.374
      22      35      -3.800       1.800       0.427
      22      36      -3.800       2.000       0.438
      22      37      -3.800       2.200       0.369
      22      38      -3.800       2.400       0.191
      22      39      -3.800       2.600      -0.103
      22      40      -3.800       2.800      -0.504
      22      41      -3.800       3.000      -0.984
      22      42      -3.800       3.200      -1.499
      22      43      -3.800       3.400      -1.994
      22      44      -3.800       3.600      -2.414
      22      45      -3.800       3.800      -2.706
      22      46      -3.800       4.000      -2.831
      22      47      -3.800       4.200      -2.768
      22      48      -3.800       4.400      -2.516
      22      49      -3.800       4.600      -2.095
      22      50      -3.800       4.800      -1.546
      22      51      -3.800       5.000      -0.922
      23       1      -3.600      -5.000      -1.180
      23       2      -3.600      -4.800      -1.043
      23       3      -3.600      -4.600      -0.916
      23       4      -3.600      -4.400      -0.838
      23       5      -3.600      -4.200      -0.837
      23       6      -3.600      -4.000      -0.927
      23       7      -3.600      -3.800      -1.102
      23       8      -3.600      -3.600      -1.337
      23       9      -3.600      -3.400      -1.595
      23      10      -3.600      -3.200      -1.830
      23      11      -3.600      -3.000      -1.991
      23      12      -3.600      -2.800      -2.036
      23      13      -3.600      -2.600      -1.933
      23      14      -3.600      -2.400      -1.667
      23      15      -3.600      -2.200      -1.243
      23      16      -3.600      -2.000      -0.688
      23      17      -3.600      -1.800      -0.043
      23      18      -3.600      -1.600       0.635
      23      19      -3.600      -1.400       1.287
      23      20      -3.600      -1.200       1.854
      23      21      -3.600      -1.000       2.287
      23      22      -3.600      -0.800       2.555
      23      23      -3.600      -0.600       2.643
      23      24      -3.600      -0.400       2.560
      23      25      -3.600      -0.200       2.331
      23      26      -3.600       0.000       1.999
      23      27      -3.600       0.200       1.615
      23      28      -3.600       0.400       1.229
      23      29      -3.600       0.600       0.888
      23      30      -3.600       0.800       0.625
      23      31      -3.600       1.000       0.459
      23      32      -3.600       1.200       0.387
      23      33      -3.600       1.400       0.392
      23      34      -3.600       1.600       0.439
      23      35      -3.600       1.800       0.488
      23      36      -3.600       2.000       0.494
      23      37      -3.600       2.200       0.421
      23      38      -3.600       2.400       0.243
      23      39      -3.600       2.600      -0.051
      23      40      -3.600       2.800      -0.450
      23      41      -3.600       3.000      -0.927
      23      42      -3.600       3.200      -1.440
      23      43      -3.600       3.400      -1.935
      23      44      -3.600       3.600      -2.358
      23      45      -3.600       3.800      -2.658
      23      46      -3.600       4.000      -2.797
      23      47      -3.600       4.200      -2.754
      23      48      -3.600       4.400      -2.528
      23      49      -3.600       4.600      -2.138
      23      50      -3.600       4.800      -1.623
      23      51      -3.600       5.000      -1.035
      24       1      -3.400      -5.000      -1.237
      24       2      -3.400      -4.800      -1.085
      24       3      -3.400      -4.600      -0.941
      24       4      -3.400      -4.400      -0.845
      24       5      -3.400      -4.200      -0.823
      24       6      -3.400      -4.000      -0.888
      24       7      -3.400      -3.800      -1.034
      24       8      -3.400      -3.600      -1.240
      24       9      -3.400      -3.400      -1.469
      24      10      -3.400      -3.200      -1.678
      24      11      -3.400      -3.000      -1.820
      24      12      -3.400      -2.800      -1.855
      24      13      -3.400      -2.600      -1.751
      24      14      -3.400      -2.400      -1.495
      24      15      -3.400      -2.200      -1.092
      24      16      -3.400      -2.000      -0.567
      24      17      -3.400      -1.800       0.042
      24      18      -3.400      -1.600       0.682
      24      19      -3.400      -1.400       1.296
      24      20      -3.400      -1.200       1.829
      24      21      -3.400      -1.000       2.236
      24      22      -3.400      -0.800       2.487
      24      23      -3.400      -0.600       2.568
      24      24      -3.400      -0.400       2.488
      24      25      -3.400      -0.200       2.271
      24      26      -3.400       0.000       1.958
      24      27      -3.400       0.200       1.594
      24      28      -3.400       0.400       1.231
      24      29      -3.400       0.600       0.910
      24      30      -3.400       0.800       0.664
      24      31      -3.400       1.000       0.509
      24      32      -3.400       1.200       0.444
      24      33      -3.400       1.400       0.450
      24      34      -3.400       1.600       0.497
      24      35      -3.400       1.800       0.544
      24      36      -3.400       2.000       0.550
      24      37      -3.400       2.200       0.480
      24      38      -3.400       2.400       0.309
      24      39      -3.400       2.600       0.027
      24      40      -3.400       2.800      -0.356
      24      41      -3.400       3.000      -0.815
      24      42      -3.400       3.200      -1.310
      24      43      -3.400       3.400      -1.790
      24      44      -3.400       3.600      -2.204
      24      45      -3.400       3.800      -2.504
      24      46      -3.400       4.000      -2.654
      24      47      -3.400       4.200      -2.634
      24      48      -3.400       4.400      -2.441
      24      49      -3.400       4.600      -2.096
      24      50      -3.400       4.800      -1.632
      24      51      -3.400       5.000      -1.100
      25       1      -3.200      -5.000      -1.241
      25       2      -3.200      -4.800      -1.072
      25       3      -3.200      -4.600      -0.913
      25       4      -3.200      -4.400      -0.798
      25       5      -3.200      -4.200      -0.754
      25       6      -3.200      -4.000      -0.790
      25       7      -3.200      -3.800      -0.904
      25       8      -3.200      -3.600      -1.075
      25       9      -3.200      -3.400      -1.270
      25      10      -3.200      -3.200      -1.450
      25      11      -3.200      -3.000      -1.572
      25      12      -3.200      -2.800      -1.597
      25      13      -3.200      -2.600      -1.499
      25      14      -3.200      -2.400      -1.264
      25      15      -3.200      -2.200      -0.897
      25      16      -3.200      -2.000      -0.418
      25      17      -3.200      -1.800       0.135
      25      18      -3.200      -1.600       0.716
      25      19      -3.200      -1.400       1.272
      25      20      -3.200      -1.200       1.755
      25      21      -3.200      -1.000       2.122
      25      22      -3.200      -0.800       2.346
      25      23      -3.200      -0.600       2.417
      25      24      -3.200      -0.400       2.340
      25      25      -3.200      -0.200       2.139
      25      26      -3.200       0.000       1.851
      25      27      -3.200       0.200       1.519
      25      28      -3.200       0.400       1.188
      25      29      -3.200       0.600       0.898
      25      30      -3.200       0.800       0.677
      25      31      -3.200       1.000       0.541
      25      32      -3.200       1.200       0.486
      25      33      -3.200       1.400       0.498
      25      34      -3.200       1.600       0.546
      25      35      -3.200       1.800       0.594
      25      36      -3.200       2.000       0.605
      25      37      -3.200       2.200       0.543
      25      38      -3.200       2.400       0.388
      25      39      -3.200       2.600       0.129
      25      40      -3.200       2.800      -0.225
      25      41      -3.200       3.000      -0.652
      25      42      -3.200       3.200      -1.113
      25      43      -3.200       3.400      -1.564
      25      44      -3.200       3.600      -1.958
      25      45      -3.200       3.800      -2.250
      25      46      -3.200       4.000      -2.408
      25      47      -3.200       4.200      -2.411
      25      48      -3.200       4.400      -2.260
      25      49      -3.200       4.600      -1.970
      25      50      -3.200       4.800      -1.574
      25      51      -3.200       5.000      -1.115
      26       1      -3.000      -5.000      -1.190
      26       2      -3.000      -4.800      -1.008
      26       3      -3.000      -4.600      -0.834
      26       4      -3.000      -4.400      -0.702
      26       5      -3.000      -4.200      -0.634
      26       6      -3.000      -4.000      -0.640
      26       7      -3.000      -3.800      -0.718
      26       8      -3.000      -3.600      -0.850
      26       9      -3.000      -3.400      -1.008
      26      10      -3.000      -3.200      -1.155
      26      11      -3.000      -3.000      -1.255
      26      12      -3.000      -2.800      -1.274
      26      13      -3.000      -2.600      -1.186
      26      14      -3.000      -2.400      -0.981
      26      15      -3.000      -2.200      -0.661
      26      16      -3.000      -2.000      -0.245
      26      17      -3.000      -1.800       0.235
      26      18      -3.000      -1.600       0.738
      26      19      -3.000      -1.400       1.219
      26      20      -3.000      -1.200       1.636
      26      21      -3.000      -1.000       1.951
      26      22      -3.000      -0.800       2.141
      26      23      -3.000      -0.600       2.196
      26      24      -3.000      -0.400       2.123
      26      25      -3.000      -0.200       1.943
      26      26      -3.000       0.000       1.688
      26      27      -3.000       0.200       1.396
      26      28      -3.000       0.400       1.107
      26      29      -3.000       0.600       0.856
      26      30      -3.000       0.800       0.668
      26      31      -3.000       1.000       0.555
      26      32      -3.000       1.200       0.516
      26      33      -3.000       1.400       0.536
      26      34      -3.000       1.600       0.588
      26      35      -3.000       1.800       0.640
      26      36      -3.000       2.000       0.657
      26      37      -3.000       2.200       0.610
      26      38      -3.000       2.400       0.477
      26      39      -3.000       2.600       0.251
      26      40      -3.000       2.800      -0.063
      26      41      -3.000       3.000      -0.443
      26      42      -3.000       3.200      -0.858
      26      43      -3.000       3.400      -1.267
      26      44      -3.000       3.600      -1.630
      26      45      -3.000       3.800      -1.907
      26      46      -3.000       4.000      -2.068
      26      47      -3.000       4.200      -2.097
      26      48      -3.000       4.400      -1.992
      26      49      -3.000       4.600      -1.767
      26      50      -3.000       4.800      -1.450
      26      51      -3.000       5.000      -1.080
      27       1      -2.800      -5.000      -1.090
      27       2      -2.800      -4.800      -0.896
      27       3      -2.800      -4.600      -0.711
      27       4      -2.800      -4.400      -0.563
      27       5      -2.800      -4.200      -0.473
      27       6      -2.800      -4.000      -0.449
      27       7      -2.800      -3.800      -0.489
      27       8      -2.800      -3.600      -0.579
      27       9      -2.800      -3.400      -0.694
      27      10      -2.800      -3.200      -0.806
      27      11      -2.800      -3.000      -0.883
      27      12      -2.800      -2.800      -0.895
      27      13      -2.800      -2.600      -0.822
      27      14      -2.800      -2.400      -0.654
      27      15      -2.800      -2.200      -0.392
      27      16      -2.800      -2.000      -0.052
      27      17      -2.800      -1.800       0.340
      27      18      -2.800      -1.600       0.750
      27      19      -2.800      -1.400       1.142
      27      20      -2.800      -1.200       1.479
      27      21      -2.800      -1.000       1.731
      27      22      -2.800      -0.800       1.880
      27      23      -2.800      -0.600       1.918
      27      24      -2.800      -0.400       1.850
      27      25      -2.800      -0.200       1.694
      27      26      -2.800       0.000       1.478
      27      27      -2.800       0.200       1.234
      27      28      -2.800       0.400       0.995
      27      29      -2.800       0.600       0.790
      27      30      -2.800       0.800       0.641
      27      31      -2.800       1.000       0.557
      27      32      -2.800       1.200       0.537
      27      33      -2.800       1.400       0.567
      27      34      -2.800       1.600       0.624
      27      35      -2.800       1.800       0.681
      27      36      -2.800       2.000       0.707
      27      37      -2.800       2.200       0.677
      27      38      -2.800       2.400       0.572
      27      39      -2.800       2.600       0.386
      27      40      -2.800       2.800       0.124
      27      41      -2.800       3.000      -0.200
      27      42      -2.800       3.200      -0.556
      27      43      -2.800       3.400      -0.913
      27      44      -2.800       3.600      -1.234
      27      45      -2.800       3.800      -1.488
      27      46      -2.800       4.000      -1.649
      27      47      -2.800       4.200      -1.703
      27      48      -2.800       4.400      -1.648
      27      49      -2.800       4.600      -1.496
      27      50      -2.800       4.800      -1.268
      27      51      -2.800       5.000      -0.996
      28       1      -2.600      -5.000      -0.943
      28       2      -2.600      -4.800      -0.743
      28       3      -2.600      -4.600      -0.552
      28       4      -2.600      -4.400      -0.392
      28       5      -2.600      -4.200      -0.282
      28       6      -2.600      -4.000      -0.227
      28       7      -2.600      -3.800      -0.229
      28       8      -2.600      -3.600      -0.274
      28       9      -2.600      -3.400      -0.346
      28      10      -2.600      -3.200      -0.420
      28      11      -2.600      -3.000      -0.471
      28      12      -2.600      -2.800      -0.478
      28      13      -2.600      -2.600      -0.422
      28      14      -2.600      -2.400      -0.296
      28      15      -2.600      -2.200      -0.100
      28      16      -2.600      -2.000       0.154
      28      17      -2.600      -1.800       0.447
      28      18      -2.600      -1.600       0.754
      28      19      -2.600      -1.400       1.045
      28      20      -2.600      -1.200       1.293
      28      21      -2.600      -1.000       1.476
      28      22      -2.600      -0.800       1.579
      28      23      -2.600      -0.600       1.597
      28      24      -2.600      -0.400       1.535
      28      25      -2.600      -0.200       1.408
      28      26      -2.600       0.000       1.236
      28      27      -2.600       0.200       1.046
      28      28      -2.600       0.400       0.864
      28      29      -2.600       0.600       0.711
      28      30      -2.600       0.800       0.605
      28      31      -2.600       1.000       0.553
      28      32      -2.600       1.200       0.553
      28      33      -2.600       1.400       0.593
      28      34      -2.600       1.600       0.655
      28      35      -2.600       1.800       0.715
      28      36      -2.600       2.000       0.751
      28      37      -2.600       2.200       0.740
      28      38      -2.600       2.400       0.668
      28      39      -2.600       2.600       0.528
      28      40      -2.600       2.800       0.323
      28      41      -2.600       3.000       0.066
      28      42      -2.600       3.200      -0.223
      28      43      -2.600       3.400      -0.517
      28      44      -2.600       3.600      -0.789
      28      45      -2.600       3.800      -1.014
      28      46      -2.600       4.000      -1.171
      28      47      -2.600       4.200      -1.249
      28      48      -2.600       4.400      -1.245
      28      49      -2.600       4.600      -1.168
      28      50      -2.600       4.800      -1.035
      28      51      -2.600       5.000      -0.870
      29       1      -2.400      -5.000      -0.759
      29       2      -2.400      -4.800      -0.558
      29       3      -2.400      -4.600      -0.367
      29       4      -2.400      -4.400      -0.201
      29       5      -2.400      -4.200      -0.074
      29       6      -2.400      -4.000       0.008
      29       7      -2.400      -3.800       0.046
      29       8      -2.400      -3.600       0.046
      29       9      -2.400      -3.400       0.021
      29      10      -2.400      -3.200      -0.013
      29      11      -2.400      -3.000      -0.038
      29      12      -2.400      -2.800      -0.039
      29      13      -2.400      -2.600      -0.001
      29      14      -2.400      -2.400       0.080
      29      15      -2.400      -2.200       0.206
      29      16      -2.400      -2.000       0.369
      29      17      -2.400      -1.800       0.556
      29      18      -2.400      -1.600       0.751
      29      19      -2.400      -1.400       0.934
      29      20      -2.400      -1.200       1.088
      29      21      -2.400      -1.000       1.197
      29      22      -2.400      -0.800       1.253
      29      23      -2.400      -0.600       1.251
      29      24      -2.400      -0.400       1.197
      29      25      -2.400      -0.200       1.101
      29      26      -2.400       0.000       0.978
      29      27      -2.400       0.200       0.847
      29      28      -2.400       0.400       0.726
      29      29      -2.400       0.600       0.629
      29      30      -2.400       0.800       0.569
      29      31      -2.400       1.000       0.550
      29      32      -2.400       1.200       0.569
      29      33      -2.400       1.400       0.617
      29      34      -2.400       1.600       0.682
      29      35      -2.400       1.800       0.744
      29      36      -2.400       2.000       0.788
      29      37      -2.400       2.200       0.796
      29      38      -2.400       2.400       0.757
      29      39      -2.400       2.600       0.666
      29      40      -2.400       2.800       0.523
      29      41      -2.400       3.000       0.338
      29      42      -2.400       3.200       0.125
      29      43      -2.400       3.400      -0.100
      29      44      -2.400       3.600      -0.316
      29      45      -2.400       3.800      -0.505
      29      46      -2.400       4.000      -0.654
      29      47      -2.400       4.200      -0.753
      29      48      -2.400       4.400      -0.800
      29      49      -2.400       4.600      -0.800
      29      50      -2.400       4.800      -0.764
      29      51      -2.400       5.000      -0.707
      30       1      -2.200      -5.000      -0.544
      30       2      -2.200      -4.800      -0.352
      30       3      -2.200      -4.600      -0.168
      30       4      -2.200      -4.400      -0.003
      30       5      -2.200      -4.200       0.136
      30       6      -2.200      -4.000       0.243
      30       7      -2.200      -3.800       0.318
      30       8      -2.200      -3.600       0.363
      30       9      -2.200      -3.400       0.385
      30      10      -2.200      -3.200       0.393
      30      11      -2.200      -3.000       0.396
      30      12      -2.200      -2.800       0.404
      30      13      -2.200      -2.600       0.424
      30      14      -2.200      -2.400       0.461
      30      15      -2.200      -2.200       0.515
      30      16      -2.200      -2.000       0.585
      30      17      -2.200      -1.800       0.664
      30      18      -2.200      -1.600       0.745
      30      19      -2.200      -1.400       0.818
      30      20      -2.200      -1.200       0.876
      30      21      -2.200      -1.000       0.910
      30      22      -2.200      -0.800       0.918
      30      23      -2.200      -0.600       0.898
      30      24      -2.200      -0.400       0.854
      30      25      -2.200      -0.200       0.792
      30      26      -2.200       0.000       0.722
      30      27      -2.200       0.200       0.653
      30      28      -2.200       0.400       0.595
      30      29      -2.200       0.600       0.556
      30      30      -2.200       0.800       0.542
      30      31      -2.200       1.000       0.554
      30      32      -2.200       1.200       0.590
      30      33      -2.200       1.400       0.644
      30      34      -2.200       1.600       0.707
      30      35      -2.200       1.800       0.768
      30      36      -2.200       2.000       0.815
      30      37      -2.200       2.200       0.840
      30      38      -2.200       2.400       0.833
      30      39      -2.200       2.600       0.790
      30      40      -2.200       2.800       0.713
      30      41      -2.200       3.000       0.603
      30      42      -2.200       3.200       0.468
      30      43      -2.200       3.400       0.319
      30      44      -2.200       3.600       0.164
      30      45      -2.200       3.800       0.015
      30      46      -2.200       4.000      -0.121
      30      47      -2.200       4.200      -0.237
      30      48      -2.200       4.400      -0.332
      30      49      -2.200       4.600      -0.406
      30      50      -2.200       4.800      -0.465
      30      51      -2.200       5.000      -0.516
      31       1      -2.000      -5.000      -0.310
      31       2      -2.000      -4.800      -0.136
      31       3      -2.000      -4.600       0.032
      31       4      -2.000      -4.400       0.190
      31       5      -2.000      -4.200       0.334
      31       6      -2.000      -4.000       0.461
      31       7      -2.000      -3.800       0.570
      31       8      -2.000      -3.600       0.659
      31       9      -2.000      -3.400       0.728
      31      10      -2.000      -3.200       0.779
      31      11      -2.000      -3.000       0.812
      31      12      -2.000      -2.800       0.831
      31      13      -2.000      -2.600       0.836
      31      14      -2.000      -2.400       0.831
      31      15      -2.000      -2.200       0.817
      31      16      -2.000      -2.000       0.796
      31      17      -2.000      -1.800       0.769
      31      18      -2.000      -1.600       0.738
      31      19      -2.000      -1.400       0.703
      31      20      -2.000      -1.200       0.666
      31      21      -2.000      -1.000       0.628
      31      22      -2.000      -0.800       0.591
      31      23      -2.000      -0.600       0.556
      31      24      -2.000      -0.400       0.525
      31      25      -2.000      -0.200       0.500
      31      26      -2.000       0.000       0.484
      31      27      -2.000       0.200       0.479
      31      28      -2.000       0.400       0.485
      31      29      -2.000       0.600       0.503
      31      30      -2.000       0.800       0.533
      31      31      -2.000       1.000       0.573
      31      32      -2.000       1.200       0.622
      31      33      -2.000       1.400       0.676
      31      34      -2.000       1.600       0.732
      31      35      -2.000       1.800       0.785
      31      36      -2.000       2.000       0.832
      31      37      -2.000       2.200       0.867
      31      38      -2.000       2.400       0.889
      31      39      -2.000       2.600       0.893
      31      40      -2.000       2.800       0.879
      31      41      -2.000       3.000       0.844
      31      42      -2.000       3.200       0.791
      31      43      -2.000       3.400       0.718
      31      44      -2.000       3.600       0.628
      31      45      -2.000       3.800       0.523
      31      46      -2.000       4.000       0.405
      31      47      -2.000       4.200       0.276
      31      48      -2.000       4.400       0.139
      31      49      -2.000       4.600      -0.005
      31      50      -2.000       4.800      -0.154
      31      51      -2.000       5.000      -0.305
      32       1      -1.800      -5.000      -0.066
      32       2      -1.800      -4.800       0.079
      32       3      -1.800      -4.600       0.222
      32       4      -1.800      -4.400       0.364
      32       5      -1.800      -4.200       0.506
      32       6      -1.800      -4.000       0.648
      32       7      -1.800      -3.800       0.787
      32       8      -1.800      -3.600       0.917
      32       9      -1.800      -3.400       1.033
      32      10      -1.800      -3.200       1.127
      32      11      -1.800      -3.000       1.193
      32      12      -1.800      -2.800       1.225
      32      13      -1.800      -2.600       1.220
      32      14      -1.800      -2.400       1.178
      32      15      -1.800      -2.200       1.101
      32      16      -1.800      -2.000       0.995
      32      17      -1.800      -1.800       0.868
      32      18      -1.800      -1.600       0.732
      32      19      -1.800      -1.400       0.596
      32      20      -1.800      -1.200       0.471
      32      21      -1.800      -1.000       0.366
      32      22      -1.800      -0.800       0.288
      32      23      -1.800      -0.600       0.242
      32      24      -1.800      -0.400       0.227
      32      25      -1.800      -0.200       0.242
      32      26      -1.800       0.000       0.282
      32      27      -1.800       0.200       0.339
      32      28      -1.800       0.400       0.407
      32      29      -1.800       0.600       0.479
      32      30      -1.800       0.800       0.549
      32      31      -1.800       1.000       0.613
      32      32      -1.800       1.200       0.668
      32      33      -1.800       1.400       0.716
      32      34      -1.800       1.600       0.758
      32      35      -1.800       1.800       0.797
      32      36      -1.800       2.000       0.835
      32      37      -1.800       2.200       0.876
      32      38      -1.800       2.400       0.920
      32      39      -1.800       2.600       0.966
      32      40      -1.800       2.800       1.011
      32      41      -1.800       3.000       1.049
      32      42      -1.800       3.200       1.074
      32      43      -1.800       3.400       1.079
      32      44      -1.800       3.600       1.055
      32      45      -1.800       3.800       0.997
      32      46      -1.800       4.000       0.901
      32      47      -1.800       4.200       0.765
      32      48      -1.800       4.400       0.592
      32      49      -1.800       4.600       0.387
      32      50      -1.800       4.800       0.157
      32      51      -1.800       5.000      -0.086
      33       1      -1.600      -5.000       0.176
      33       2      -1.600      -4.800       0.283
      33       3      -1.600      -4.600       0.390
      33       4      -1.600      -4.400       0.508
      33       5      -1.600      -4.200       0.642
      33       6      -1.600      -4.000       0.792
      33       7      -1.600      -3.800       0.956
      33       8      -1.600      -3.600       1.124
      33       9      -1.600      -3.400       1.284
      33      10      -1.600      -3.200       1.421
      33      11      -1.600      -3.000       1.521
      33      12      -1.600      -2.800       1.570
      33      13      -1.600      -2.600       1.560
      33      14      -1.600      -2.400       1.488
      33      15      -1.600      -2.200       1.357
      33      16      -1.600      -2.000       1.176
      33      17      -1.600      -1.800       0.960
      33      18      -1.600      -1.600       0.729
      33      19      -1.600      -1.400       0.501
      33      20      -1.600      -1.200       0.298
      33      21      -1.600      -1.000       0.135
      33      22      -1.600      -0.800       0.025
      33      23      -1.600      -0.600      -0.028
      33      24      -1.600      -0.400      -0.023
      33      25      -1.600      -0.200       0.033
      33      26      -1.600       0.000       0.127
      33      27      -1.600       0.200       0.245
      33      28      -1.600       0.400       0.372
      33      29      -1.600       0.600       0.493
      33      30      -1.600       0.800       0.597
      33      31      -1.600       1.000       0.678
      33      32      -1.600       1.200       0.733
      33      33      -1.600       1.400       0.767
      33      34      -1.600       1.600       0.787
      33      35      -1.600       1.800       0.803
      33      36      -1.600       2.000       0.825
      33      37      -1.600       2.200       0.863
      33      38      -1.600       2.400       0.921
      33      39      -1.600       2.600       1.001
      33      40      -1.600       2.800       1.099
      33      41      -1.600       3.000       1.205
      33      42      -1.600       3.200       1.306
      33      43      -1.600       3.400       1.385
      33      44      -1.600       3.600       1.427
      33      45      -1.600       3.800       1.418
      33      46      -1.600       4.000       1.347
      33      47      -1.600       4.200       1.210
      33      48      -1.600       4.400       1.010
      33      49      -1.600       4.600       0.753
      33      50      -1.600       4.800       0.455
      33      51      -1.600       5.000       0.133
      34       1      -1.400      -5.000       0.407
      34       2      -1.400      -4.800       0.465
      34       3      -1.400      -4.600       0.528
      34       4      -1.400      -4.400       0.614
      34       5      -1.400      -4.200       0.731
      34       6      -1.400      -4.000       0.883
      34       7      -1.400      -3.800       1.066
      34       8      -1.400      -3.600       1.268
      34       9      -1.400      -3.400       1.469
      34      10      -1.400      -3.200       1.649
      34      11      -1.400      -3.000       1.784
      34      12      -1.400      -2.800       1.854
      34      13      -1.400      -2.600       1.845
      34      14      -1.400      -2.400       1.752
      34      15      -1.400      -2.200       1.577
      34      16      -1.400      -2.000       1.334
      34      17      -1.400      -1.800       1.043
      34      18      -1.400      -1.600       0.731
      34      19      -1.400      -1.400       0.426
      34      20      -1.400      -1.200       0.157
      34      21      -1.400      -1.000      -0.054
      34      22      -1.400      -0.800      -0.189
      34      23      -1.400      -0.600      -0.241
      34      24      -1.400      -0.400      -0.213
      34      25      -1.400      -0.200      -0.117
      34      26      -1.400       0.000       0.031
      34      27      -1.400       0.200       0.207
      34      28      -1.400       0.400       0.387
      34      29      -1.400       0.600       0.551
      34      30      -1.400       0.800       0.682
      34      31      -1.400       1.000       0.771
      34      32      -1.400       1.200       0.818
      34      33      -1.400       1.400       0.830
      34      34      -1.400       1.600       0.819
      34      35      -1.400       1.800       0.804
      34      36      -1.400       2.000       0.801
      34      37      -1.400       2.200       0.826
      34      38      -1.400       2.400       0.890
      34      39      -1.400       2.600       0.996
      34      40      -1.400       2.800       1.138
      34      41      -1.400       3.000       1.304
      34      42      -1.400       3.200       1.473
      34      43      -1.400       3.400       1.623
      34      44      -1.400       3.600       1.728
      34      45      -1.400       3.800       1.768
      34      46      -1.400       4.000       1.726
      34      47      -1.400       4.200       1.595
      34      48      -1.400       4.400       1.376
      34      49      -1.400       4.600       1.080
      34      50      -1.400       4.800       0.726
      34      51      -1.400       5.000       0.342
      35       1      -1.200      -5.000       0.616
      35       2      -1.200      -4.800       0.617
      35       3      -1.200      -4.600       0.629
      35       4      -1.200      -4.400       0.674
      35       5      -1.200      -4.200       0.768
      35       6      -1.200      -4.000       0.915
      35       7      -1.200      -3.800       1.112
      35       8      -1.200      -3.600       1.341
      35       9      -1.200      -3.400       1.581
      35      10      -1.200      -3.200       1.801
      35      11      -1.200      -3.000       1.972
      35      12      -1.200      -2.800       2.066
      35      13      -1.200      -2.600       2.066
      35      14      -1.200      -2.400       1.961
      35      15      -1.200      -2.200       1.756
      35      16      -1.200      -2.000       1.465
      35      17      -1.200      -1.800       1.115
      35      18      -1.200      -1.600       0.739
      35      19      -1.200      -1.400       0.373
      35      20      -1.200      -1.200       0.052
      35      21      -1.200      -1.000      -0.193
      35      22      -1.200      -0.800      -0.343
      35      23      -1.200      -0.600      -0.389
      35      24      -1.200      -0.400      -0.336
      35      25      -1.200      -0.200      -0.198
      35      26      -1.200       0.000       0.000
      35      27      -1.200       0.200       0.228
      35      28      -1.200       0.400       0.455
      35      29      -1.200       0.600       0.653
      35      30      -1.200       0.800       0.803
      35      31      -1.200       1.000       0.892
      35      32      -1.200       1.200       0.923
      35      33      -1.200       1.400       0.904
      35      34      -1.200       1.600       0.855
      35      35      -1.200       1.800       0.800
      35      36      -1.200       2.000       0.763
      35      37      -1.200       2.200       0.768
      35      38      -1.200       2.400       0.827
      35      39      -1.200       2.600       0.948
      35      40      -1.200       2.800       1.125
      35      41      -1.200       3.000       1.340
      35      42      -1.200       3.200       1.569
      35      43      -1.200       3.400       1.783
      35      44      -1.200       3.600       1.948
      35      45      -1.200       3.800       2.036
      35      46      -1.200       4.000       2.025
      35      47      -1.200       4.200       1.906
      35      48      -1.200       4.400       1.677
      35      49      -1.200       4.600       1.354
      35      50      -1.200       4.800       0.961
      35      51      -1.200       5.000       0.530
      36       1      -1.000      -5.000       0.796
      36       2      -1.000      -4.800       0.733
      36       3      -1.000      -4.600       0.687
      36       4      -1.000      -4.400       0.686
      36       5      -1.000      -4.200       0.750
      36       6      -1.000      -4.000       0.886
      36       7      -1.000      -3.800       1.090
      36       8      -1.000      -3.600       1.343
      36       9      -1.000      -3.400       1.615
      36      10      -1.000      -3.200       1.873
      36      11      -1.000      -3.000       2.080
      36      12      -1.000      -2.800       2.203
      36      13      -1.000      -2.600       2.217
      36      14      -1.000      -2.400       2.111
      36      15      -1.000      -2.200       1.888
      36      16      -1.000      -2.000       1.566
      36      17      -1.000      -1.800       1.175
      36      18      -1.000      -1.600       0.753
      36      19      -1.000      -1.400       0.344
      36      20      -1.000      -1.200      -0.012
      36      21      -1.000      -1.000      -0.278
      36      22      -1.000      -0.800      -0.433
      36      23      -1.000      -0.600      -0.467
      36      24      -1.000      -0.400      -0.385
      36      25      -1.000      -0.200      -0.207
      36      26      -1.000       0.000       0.036
